case,frame_file,full_file_path,groundtruth,gpt_response,original_response,timestamp
extraction_results.csv,row85_permanent_cautery_hook_spatula.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row85_permanent_cautery_hook_spatula.png,permanent cautery hook/spatula,Permanent Cautery Hook,"{
  ""instruments"": [""Permanent Cautery Hook""]
}",2025-04-05 12:11:19
extraction_results.csv,row86_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row86_cadiere_forceps.png,cadiere forceps,,"{
  ""instruments"": []
}",2025-04-05 12:11:27
extraction_results.csv,row87_force_bipolar.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row87_force_bipolar.png,force bipolar,,"{
  ""instruments"": []
}",2025-04-05 12:11:37
extraction_results.csv,row88_force_bipolar.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row88_force_bipolar.png,force bipolar,,"{
  ""instruments"": []
}",2025-04-05 12:11:45
extraction_results.csv,row89_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row89_cadiere_forceps.png,cadiere forceps,,"{
  ""instruments"": []
}",2025-04-05 12:11:55
extraction_results.csv,row90_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row90_cadiere_forceps.png,cadiere forceps,Cadiere Forceps,"{
  ""instruments"": [
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:12:04
extraction_results.csv,row91_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row91_clip_applier.png,clip applier ,"Cadiere Forceps, Large Clip Applier","{
  ""instruments"": [
    ""Cadiere Forceps"",
    ""Large Clip Applier""
  ]
}",2025-04-05 12:12:13
extraction_results.csv,row92_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row92_clip_applier.png,clip applier ,"Force Bipolar, Cadiere Forceps","{
  ""instruments"": [
    ""Force Bipolar"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:12:21
extraction_results.csv,row93_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row93_clip_applier.png,clip applier ,"Large Clip Applier, Force Bipolar","{
  ""instruments"": [
    ""Large Clip Applier"",
    ""Force Bipolar""
  ]
}",2025-04-05 12:12:30
extraction_results.csv,row94_vessel_sealer.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row94_vessel_sealer.png,vessel sealer,"Cadiere Forceps, Vessel Sealer Extend","{
  ""instruments"": [
    ""Cadiere Forceps"",
    ""Vessel Sealer Extend""
  ]
}",2025-04-05 12:12:40
extraction_results.csv,row95_permanent_cautery_hook_spatula.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row95_permanent_cautery_hook_spatula.png,permanent cautery hook/spatula,"Force Bipolar, Cadier Forceps, Permanent Cautery Hook","{
  ""instruments"": [
    ""Force Bipolar"",
    ""Cadier Forceps"",
    ""Permanent Cautery Hook""
  ]
}",2025-04-05 12:12:58
extraction_results.csv,row96_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row96_needle_driver.png,needle driver,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:13:06
extraction_results.csv,row97_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row97_needle_driver.png,needle driver,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:13:14
extraction_results.csv,row98_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row98_nancamera_in.png,nan(camera in),"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:13:22
extraction_results.csv,row99_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row99_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:13:30
extraction_results.csv,row100_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row100_nancamera_in.png,nan(camera in),,"{
  ""instruments"": []
}",2025-04-05 12:13:38
extraction_results.csv,row101_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row101_prograsp_forceps.png,prograsp forceps,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:13:48
extraction_results.csv,row102_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row102_prograsp_forceps.png,prograsp forceps,,"{
  ""instruments"": []
}",2025-04-05 12:13:57
extraction_results.csv,row103_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_008/row103_needle_driver.png,needle driver,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:14:06
extraction_results.csv,row0_stapler.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row0_stapler.png,stapler,"Maryland Bipolar Forceps, SureForm 60 Stapler","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""SureForm 60 Stapler""
  ]
}",2025-04-05 12:14:16
extraction_results.csv,row1_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row1_cadiere_forceps.png,cadiere forceps,"Maryland Bipolar Forceps, Cadiere Forceps, SureForm 60","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Cadiere Forceps"",
    ""SureForm 60""
  ]
}",2025-04-05 12:14:26
extraction_results.csv,row2_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row2_cadiere_forceps.png,cadiere forceps,"Maryland Bipolar Forceps, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:14:35
extraction_results.csv,row3_vessel_sealer.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row3_vessel_sealer.png,vessel sealer,"Maryland Bipolar Forceps, Vessel Sealer Extend","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Vessel Sealer Extend""
  ]
}",2025-04-05 12:14:44
extraction_results.csv,row14_Unknown_Instrument.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row14_Unknown_Instrument.png,,ProGrasp Forceps,"{
  ""instruments"": [
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:14:54
extraction_results.csv,row15_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row15_prograsp_forceps.png,prograsp forceps,,"{
  ""instruments"": []
}",2025-04-05 12:15:01
extraction_results.csv,row16_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row16_prograsp_forceps.png,prograsp forceps,"ProGrasp Forceps, Force Bipolar, Permanent Cautery Hook","{
  ""instruments"": [""ProGrasp Forceps"", ""Force Bipolar"", ""Permanent Cautery Hook""]
}",2025-04-05 12:15:11
extraction_results.csv,row17_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row17_clip_applier.png,clip applier ,"Prograsp Forceps, Force Bipolar, Large Clip Applier","{
  ""instruments"": [
    ""Prograsp Forceps"",
    ""Force Bipolar"",
    ""Large Clip Applier""
  ]
}",2025-04-05 12:15:19
extraction_results.csv,row18_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row18_clip_applier.png,clip applier ,"ProGrasp Forceps, Large Clip Applier","```json
{
  ""instruments"": [
    ""ProGrasp Forceps"",
    ""Large Clip Applier""
  ]
}
```",2025-04-05 12:15:27
extraction_results.csv,row19_permanent_cautery_hook_spatula.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row19_permanent_cautery_hook_spatula.png,permanent cautery hook/spatula,"ProGrasp Forceps, Force Bipolar, Permanent Cautery Hook","{
  ""instruments"": [
    ""ProGrasp Forceps"",
    ""Force Bipolar"",
    ""Permanent Cautery Hook""
  ]
}",2025-04-05 12:15:36
extraction_results.csv,row21_Unknown_Instrument.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_000/row21_Unknown_Instrument.png,,"Maryland Bipolar Forceps, Vessel Sealer Extend, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Vessel Sealer Extend"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:15:45
extraction_results.csv,row0_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row0_needle_driver.png,needle driver,"Mega Needle Driver, Mega SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Mega Needle Driver"",
    ""Mega SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:15:53
extraction_results.csv,row1_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row1_prograsp_forceps.png,prograsp forceps,"Mega Needle Driver, Mega SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Mega Needle Driver"",
    ""Mega SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:16:02
extraction_results.csv,row2_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row2_prograsp_forceps.png,prograsp forceps,Prograsp Forceps,"{
  ""instruments"": [
    ""Prograsp Forceps""
  ]
}",2025-04-05 12:16:10
extraction_results.csv,row4_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row4_prograsp_forceps.png,prograsp forceps,,"{
  ""instruments"": []
}",2025-04-05 12:16:19
extraction_results.csv,row5_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row5_prograsp_forceps.png,prograsp forceps,,"{
  ""instruments"": []
}",2025-04-05 12:16:27
extraction_results.csv,row6_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row6_needle_driver.png,needle driver,"Large Needle Driver, ProGrasp Forceps","{
  ""instruments"": [""Large Needle Driver"", ""ProGrasp Forceps""]
}",2025-04-05 12:16:36
extraction_results.csv,row7_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row7_needle_driver.png,needle driver,,"{
  ""instruments"": []
}",2025-04-05 12:16:45
extraction_results.csv,row8_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row8_needle_driver.png,needle driver,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:16:55
extraction_results.csv,row9_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row9_needle_driver.png,needle driver,,"{
  ""instruments"": []
}",2025-04-05 12:17:04
extraction_results.csv,row10_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row10_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, Prograsp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Prograsp Forceps""
  ]
}",2025-04-05 12:17:14
extraction_results.csv,row11_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row11_needle_driver.png,needle driver,"Large Needle Driver, Large Suturecut Needle Driver, Prograsp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suturecut Needle Driver"",
    ""Prograsp Forceps""
  ]
}",2025-04-05 12:17:24
extraction_results.csv,row12_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row12_cadiere_forceps.png,cadiere forceps,"Large Needle Driver, Large SutureCut Needle Driver, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:17:34
extraction_results.csv,row13_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row13_monopolar_curved_scissors.png,monopolar curved scissors,Large Needle Driver,"{
  ""instruments"": [
    ""Large Needle Driver""
  ]
}",2025-04-05 12:17:43
extraction_results.csv,row14_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row14_needle_driver.png,needle driver,"Large Needle Driver, Large SutureCut Needle Driver, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:17:53
extraction_results.csv,row15_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row15_needle_driver.png,needle driver,,"{
  ""instruments"": []
}",2025-04-05 12:18:02
extraction_results.csv,row16_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row16_bipolar_forceps.png,bipolar forceps,Fenestrated Bipolar Forceps,"{
  ""instruments"": [""Fenestrated Bipolar Forceps""]
}",2025-04-05 12:18:11
extraction_results.csv,row17_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row17_bipolar_forceps.png,bipolar forceps,Fenestrated Bipolar Forceps,"{
  ""instruments"": [""Fenestrated Bipolar Forceps""]
}",2025-04-05 12:18:20
extraction_results.csv,row18_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row18_monopolar_curved_scissors.png,monopolar curved scissors,"Fenestrated Bipolar Forceps, Monopolar Curved Scissors","{
  ""instruments"": [
    ""Fenestrated Bipolar Forceps"",
    ""Monopolar Curved Scissors""
  ]
}",2025-04-05 12:18:31
extraction_results.csv,row19_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row19_needle_driver.png,needle driver,"Large Needle Driver, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:18:42
extraction_results.csv,row20_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row20_needle_driver.png,needle driver,"Large Needle Driver, Monopolar Curved Scissors, Cadiere Forceps","```json
{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}
```",2025-04-05 12:18:51
extraction_results.csv,row21_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row21_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, Cadiere Forceps","```json
{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Cadiere Forceps""
  ]
}
```",2025-04-05 12:19:02
extraction_results.csv,row22_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row22_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:19:11
extraction_results.csv,row23_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row23_bipolar_forceps.png,bipolar forceps,Cadiere Forceps,"{
  ""instruments"": [
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:19:20
extraction_results.csv,row24_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row24_bipolar_forceps.png,bipolar forceps,,"{
  ""instruments"": []
}",2025-04-05 12:19:29
extraction_results.csv,row25_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row25_monopolar_curved_scissors.png,monopolar curved scissors,,"{
  ""instruments"": []
}",2025-04-05 12:19:37
extraction_results.csv,row26_grasping_retractor.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row26_grasping_retractor.png,grasping retractor,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Small Grasping Retractor","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Small Grasping Retractor""
  ]
}",2025-04-05 12:19:48
extraction_results.csv,row27_grasping_retractor.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row27_grasping_retractor.png,grasping retractor,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Small Grasping Retractor","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Small Grasping Retractor""
  ]
}",2025-04-05 12:19:57
extraction_results.csv,row28_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row28_needle_driver.png,needle driver,"Maryland Bipolar Forceps, Mega Needle Driver","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Mega Needle Driver""
  ]
}",2025-04-05 12:20:06
extraction_results.csv,row29_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row29_monopolar_curved_scissors.png,monopolar curved scissors,,"{
  ""instruments"": []
}",2025-04-05 12:20:14
extraction_results.csv,row30_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row30_cadiere_forceps.png,cadiere forceps,"Large Needle Driver, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:20:24
extraction_results.csv,row31_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row31_needle_driver.png,needle driver,"Large Needle Driver, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:20:33
extraction_results.csv,row32_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row32_needle_driver.png,needle driver,"Large Needle Driver, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:20:43
extraction_results.csv,row33_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row33_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:20:52
extraction_results.csv,row34_needle_driver.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row34_needle_driver.png,needle driver,"Large Needle Driver, Large Suture Cut Needle Driver, Cadiere Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:21:01
extraction_results.csv,row36_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row36_nancamera_in.png,nan(camera in),Endoscope,"{
  ""instruments"": [""Endoscope""]
}",2025-04-05 12:21:10
extraction_results.csv,row37_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row37_monopolar_curved_scissors.png,monopolar curved scissors,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:21:19
extraction_results.csv,row38_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row38_bipolar_forceps.png,bipolar forceps,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:21:29
extraction_results.csv,row39_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row39_bipolar_forceps.png,bipolar forceps,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:21:38
extraction_results.csv,row40_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row40_cadiere_forceps.png,cadiere forceps,"Maryland Bipolar Forceps, Monopolar Curved Scissors, Cadiere Forceps","{
  ""instruments"": [
    ""Maryland Bipolar Forceps"",
    ""Monopolar Curved Scissors"",
    ""Cadiere Forceps""
  ]
}",2025-04-05 12:21:48
extraction_results.csv,row41_monopolar_curved_scissors.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row41_monopolar_curved_scissors.png,monopolar curved scissors,Error parsing JSON response,I'm unable to identify or verify tool names from images.,2025-04-05 12:21:58
extraction_results.csv,row42_cadiere_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row42_cadiere_forceps.png,cadiere forceps,"Needle Driver, Forceps","{
  ""instruments"": [
    ""Needle Driver"",
    ""Forceps""
  ]
}",2025-04-05 12:22:06
extraction_results.csv,row43_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row43_nancamera_in.png,nan(camera in),"Mega Needle Driver, Mega SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Mega Needle Driver"",
    ""Mega SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:22:15
extraction_results.csv,row44_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row44_bipolar_forceps.png,bipolar forceps,Error parsing JSON response,"I'm unable to identify specific instruments from an image. However, you can look at the annotations or labels in the image for more information about the tools used.",2025-04-05 12:22:23
extraction_results.csv,row45_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row45_bipolar_forceps.png,bipolar forceps,"Mega Needle Driver, Mega SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Mega Needle Driver"",
    ""Mega SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:22:31
extraction_results.csv,row46_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row46_nancamera_in.png,nan(camera in),"Mega Needle Driver, Mega SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Mega Needle Driver"",
    ""Mega SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:22:39
extraction_results.csv,row66_nancamera_in.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row66_nancamera_in.png,nan(camera in),"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:22:47
extraction_results.csv,row67_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row67_prograsp_forceps.png,prograsp forceps,"Large Needle Driver, Large SutureCut Needle Driver, Prograsp Forceps","```json
{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""Prograsp Forceps""
  ]
}
```",2025-04-05 12:22:57
extraction_results.csv,row68_prograsp_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row68_prograsp_forceps.png,prograsp forceps,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:23:06
extraction_results.csv,row69_permanent_cautery_hook_spatula.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row69_permanent_cautery_hook_spatula.png,permanent cautery hook/spatula,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:23:15
extraction_results.csv,row70_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row70_bipolar_forceps.png,bipolar forceps,"Large Needle Driver, Large Suture Cut Needle Driver, Prograsp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Prograsp Forceps""
  ]
}",2025-04-05 12:23:25
extraction_results.csv,row71_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row71_bipolar_forceps.png,bipolar forceps,"Large Needle Driver, Large Suture Cut Needle Driver, Prograsp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large Suture Cut Needle Driver"",
    ""Prograsp Forceps""
  ]
}",2025-04-05 12:23:33
extraction_results.csv,row72_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row72_bipolar_forceps.png,bipolar forceps,"Large Needle Driver, ProGrasp Forceps","{
  ""instruments"": [""Large Needle Driver"", ""ProGrasp Forceps""]
}",2025-04-05 12:23:42
extraction_results.csv,row73_bipolar_forceps.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row73_bipolar_forceps.png,bipolar forceps,,"{
  ""instruments"": []
}",2025-04-05 12:23:51
extraction_results.csv,row74_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row74_clip_applier.png,clip applier ,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:24:06
extraction_results.csv,row75_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row75_clip_applier.png,clip applier ,"Large Needle Driver, Large SutureCut Needle Driver, ProGrasp Forceps","{
  ""instruments"": [
    ""Large Needle Driver"",
    ""Large SutureCut Needle Driver"",
    ""ProGrasp Forceps""
  ]
}",2025-04-05 12:24:15
extraction_results.csv,row76_clip_applier.png,/Volumes/TVault2/datasets/sugvu24/extracted_frames/case_009/row76_clip_applier.png,clip applier ,Error parsing JSON response,"I'm unable to identify the tools in the image specifically, but it mentions several tools, including a ""large needle driver,"" a ""large suture cut needle driver,"" and ""ProGrasp forceps.""",2025-04-05 12:24:26
